WP_032398796.1	WP_032398796.1
WP_235231232.1	WP_010865316.1
WP_154199670.1	WP_154199670.1
WP_134248283.1	WP_134248283.1
WP_137311263.1	WP_137311263.1
WP_137311263.1	WP_159052371.1
WP_108911516.1	WP_108911516.1
WP_108911516.1	WP_138154948.1
WP_075967684.1	WP_075967684.1
WP_147583104.1	WP_147583104.1
WP_127502445.1	WP_127502445.1
WP_198839744.1	WP_198839744.1
WP_034171700.1	WP_034171700.1
WP_157652007.1	WP_157652007.1
WP_163222773.1	WP_163222773.1
WP_147243653.1	WP_147243653.1
WP_092094619.1	WP_092094619.1
WP_092094619.1	WP_056069867.1
WP_092094619.1	WP_214563801.1
WP_202016677.1	WP_202016677.1
WP_152948131.1	WP_152948131.1
WP_117518404.1	WP_117518404.1
WP_117518404.1	WP_117452747.1
WP_208188670.1	WP_208188670.1
WP_212322145.1	WP_212322145.1
WP_143011430.1	WP_143011430.1
WP_143174342.1	WP_143174342.1
WP_110340531.1	WP_110340531.1
WP_008062986.1	WP_008062986.1
WP_008062986.1	WP_019915744.1
WP_008062986.1	WP_018412301.1
WP_133682685.1	WP_133682685.1
WP_133682685.1	WP_215781216.1
WP_186390222.1	WP_186390222.1
WP_186390222.1	WP_097174455.1
WP_186390222.1	WP_067224741.1
WP_186390222.1	WP_120269770.1
WP_186407885.1	WP_186407885.1
WP_127996955.1	WP_127996955.1
WP_011942676.1	WP_011942676.1
WP_011942676.1	WP_011923456.1
WP_011942676.1	WP_231317981.1
WP_011942676.1	WP_009031366.1
WP_011942676.1	WP_008965559.1
WP_011942676.1	WP_172132596.1
WP_011942676.1	WP_015663373.1
WP_011942676.1	WP_172113662.1
WP_011942676.1	WP_035646920.1
WP_157263564.1	WP_157263564.1
WP_157263564.1	WP_028996408.1
WP_157263564.1	WP_169160048.1
WP_157263564.1	WP_066337403.1
WP_148338108.1	WP_148338108.1
WP_017806332.1	WP_017806332.1
WP_017806332.1	WP_136711632.1
WP_017806332.1	WP_035686132.1
WP_140930237.1	WP_140930237.1
WP_140930237.1	WP_218532443.1
WP_019894736.1	WP_019894736.1
WP_019894736.1	WP_068586119.1
WP_020183892.1	WP_020183892.1
WP_137098981.1	WP_137098981.1
WP_132646939.1	WP_132646939.1
WP_132646939.1	WP_043817563.1
WP_132646939.1	WP_200229766.1
WP_132646939.1	WP_014430377.1
WP_132646939.1	WP_009855268.1
WP_189403974.1	WP_189403974.1
WP_087507451.1	WP_087507451.1
WP_087507451.1	WP_191145274.1
WP_056465130.1	WP_056465130.1
WP_096275114.1	WP_096275114.1
WP_096275114.1	WP_098421536.1
WP_041826715.1	WP_041826715.1
WP_002264661.1	WP_002264661.1
WP_054669098.1	WP_054669098.1
WP_087348246.1	WP_087348246.1
WP_238632210.1	WP_238632210.1
WP_157025768.1	WP_157025768.1
WP_157025768.1	WP_152979130.1
WP_184642754.1	WP_184642754.1
WP_146446767.1	WP_146446767.1
WP_103134072.1	WP_103134072.1
WP_085659175.1	WP_085659175.1
WP_155798743.1	WP_155798743.1
WP_144780801.1	WP_144780801.1
WP_092734675.1	WP_092734675.1
WP_191099963.1	WP_191099963.1
WP_191099963.1	WP_099215664.1
WP_191099963.1	WP_067147915.1
WP_191099963.1	WP_073087082.1
WP_226493625.1	WP_226493625.1
WP_004083340.1	WP_004083340.1
WP_151625577.1	WP_151625577.1
WP_151625577.1	WP_028247429.1
WP_151625577.1	WP_090164017.1
WP_216409074.1	WP_216409074.1
WP_156831270.1	WP_156831270.1
WP_010662952.1	WP_010662952.1
WP_041354809.1	WP_041354809.1
WP_183368397.1	WP_183368397.1
WP_059139109.1	WP_059139109.1
WP_214521048.1	WP_214521048.1
WP_026497125.1	WP_026497125.1
WP_124982940.1	WP_124982940.1
WP_233010501.1	WP_233010501.1
WP_198182446.1	WP_198182446.1
WP_020522853.1	WP_020522853.1
WP_021953748.1	WP_021953748.1
WP_163057057.1	WP_163057057.1
WP_117970452.1	WP_117970452.1
WP_189563923.1	WP_189563923.1
WP_188090517.1	WP_188090517.1
WP_157478676.1	WP_157478676.1
WP_045533636.1	WP_045533636.1
WP_008489390.1	WP_008489390.1
WP_022653439.1	WP_022653439.1
WP_097359370.1	WP_097359370.1
WP_056665986.1	WP_056665986.1
WP_056665986.1	WP_085752995.1
WP_035057757.1	WP_035057757.1
WP_028878083.1	WP_028878083.1
WP_110391985.1	WP_110391985.1
WP_008484732.1	WP_008484732.1
WP_132584894.1	WP_132584894.1
WP_132584894.1	WP_205309418.1
WP_132584894.1	WP_008217799.1
WP_132584894.1	WP_027670270.1
WP_132584894.1	WP_173499325.1
WP_132584894.1	WP_134051955.1
WP_132584894.1	WP_166837103.1
WP_132584894.1	WP_226767263.1
WP_058507721.1	WP_058507721.1
WP_058507721.1	WP_058523006.1
WP_024461406.1	WP_024461406.1
WP_024461406.1	WP_027330438.1
WP_180056177.1	WP_180056177.1
WP_206917434.1	WP_206917434.1
WP_040069958.1	WP_040069958.1
WP_040069958.1	WP_068976967.1
WP_040069958.1	WP_069555368.1
WP_040069958.1	WP_095592511.1
WP_040069958.1	WP_148610693.1
WP_203984829.1	WP_203984829.1
WP_117674330.1	WP_117674330.1
WP_173827704.1	WP_173827704.1
WP_180235283.1	WP_180235283.1
WP_166242273.1	WP_166242273.1
WP_193324663.1	WP_193324663.1
WP_076598767.1	WP_076598767.1
WP_072609768.1	WP_072609768.1
WP_084457694.1	WP_084457694.1
WP_068168488.1	WP_068168488.1
WP_089137262.1	WP_089137262.1
WP_098495412.1	WP_098495412.1
WP_134219548.1	WP_134219548.1
WP_158096635.1	WP_158096635.1
WP_158096635.1	WP_158099780.1
WP_245169989.1	WP_245169989.1
WP_245169989.1	WP_225620745.1
WP_207676004.1	WP_207676004.1
WP_018107433.1	WP_018107433.1
WP_058659772.1	WP_058659772.1
WP_011861052.1	WP_011861052.1
WP_011861052.1	WP_227856170.1
WP_191917141.1	WP_191917141.1
WP_205734304.1	WP_205734304.1
WP_179415376.1	WP_179415376.1
WP_010854047.1	WP_010854047.1
WP_010854047.1	WP_209329934.1
WP_125577346.1	WP_125577346.1
WP_126457506.1	WP_126457506.1
WP_090177137.1	WP_090177137.1
WP_222178638.1	WP_222178638.1
WP_222178638.1	WP_005396926.1
WP_054745460.1	WP_054745460.1
WP_059751779.1	WP_059751779.1
WP_024299411.1	WP_024299411.1
WP_191576305.1	WP_191576305.1
WP_017346149.1	WP_017346149.1
WP_098979513.1	WP_098979513.1
WP_004653673.1	WP_004653673.1
WP_132040391.1	WP_132040391.1
WP_132040391.1	WP_009610142.1
WP_050692718.1	WP_050692718.1
WP_223535769.1	WP_223535769.1
WP_208147521.1	WP_208147521.1
WP_089254211.1	WP_089254211.1
WP_163139351.1	WP_163139351.1
WP_036868792.1	WP_036868792.1
WP_036868792.1	WP_219450334.1
WP_036868792.1	WP_219445842.1
WP_010688307.1	WP_010688307.1
WP_010688307.1	WP_052006367.1
WP_010688307.1	WP_161517664.1
WP_168816810.1	WP_168816810.1
WP_216317737.1	WP_216317737.1
WP_169464238.1	WP_169464238.1
WP_071678255.1	WP_071678255.1
WP_120201941.1	WP_120201941.1
WP_214584752.1	WP_214584752.1
WP_214584752.1	WP_214532072.1
WP_088696843.1	WP_088696843.1
WP_063743990.1	WP_063743990.1
WP_062619104.1	WP_062619104.1
WP_119276536.1	WP_119276536.1
WP_121064407.1	WP_121064407.1
WP_236973015.1	WP_236973015.1
WP_246896193.1	WP_246896193.1
WP_160072059.1	WP_160072059.1
WP_113635419.1	WP_113635419.1
WP_113635419.1	WP_131917474.1
WP_110024164.1	WP_110024164.1
WP_007772759.1	WP_007772759.1
WP_022836393.1	WP_022836393.1
WP_236820712.1	WP_236820712.1
WP_074475574.1	WP_074475574.1
WP_074475574.1	WP_043961237.1
WP_093932073.1	WP_093932073.1
WP_054010620.1	WP_054010620.1
WP_206451819.1	WP_206451819.1
WP_188242705.1	WP_188242705.1
WP_130937690.1	WP_130937690.1
WP_046284138.1	WP_046284138.1
WP_209568672.1	WP_209568672.1
WP_164466671.1	WP_164466671.1
WP_038398985.1	WP_038398985.1
WP_061787217.1	WP_061787217.1
WP_061787217.1	WP_130875019.1
WP_096172133.1	WP_096172133.1
WP_199598541.1	WP_199598541.1
WP_150283811.1	WP_150283811.1
WP_188709229.1	WP_188709229.1
WP_204900823.1	WP_204900823.1
WP_090594250.1	WP_090594250.1
WP_173721570.1	WP_173721570.1
WP_141160257.1	WP_141160257.1
WP_129425411.1	WP_129425411.1
WP_104721369.1	WP_104721369.1
WP_221598839.1	WP_221598839.1
WP_157565132.1	WP_157565132.1
WP_131851955.1	WP_131851955.1
WP_089694436.1	WP_089694436.1
WP_118528504.1	WP_118528504.1
WP_139585205.1	WP_139585205.1
WP_018690041.1	WP_018690041.1
WP_027938017.1	WP_027938017.1
WP_171703189.1	WP_171703189.1
WP_011771447.1	WP_011771447.1
WP_011771447.1	WP_101036933.1
WP_067426676.1	WP_067426676.1
WP_174873301.1	WP_174873301.1
WP_218808893.1	WP_218808893.1
WP_218808893.1	WP_010961758.1
WP_218808893.1	WP_198323442.1
WP_218808893.1	WP_169604506.1
WP_007199490.1	WP_007199490.1
WP_182167426.1	WP_182167426.1
WP_114834864.1	WP_114834864.1
WP_176069881.1	WP_176069881.1
WP_075998233.1	WP_075998233.1
WP_033074633.1	WP_033074633.1
WP_070126544.1	WP_070126544.1
WP_132501576.1	WP_132501576.1
WP_078746195.1	WP_078746195.1
WP_160828524.1	WP_160828524.1
WP_108951059.1	WP_108951059.1
WP_133471804.1	WP_133471804.1
WP_115088279.1	WP_115088279.1
WP_227725781.1	WP_227725781.1
WP_227725781.1	WP_225356266.1
WP_227725781.1	WP_235872447.1
WP_227725781.1	WP_224781397.1
WP_227725781.1	WP_226949705.1
WP_227725781.1	WP_224782425.1
WP_083272371.1	WP_083272371.1
WP_052414724.1	WP_052414724.1
WP_053223350.1	WP_053223350.1
WP_198623137.1	WP_198623137.1
WP_104319609.1	WP_104319609.1
WP_026750629.1	WP_026750629.1
WP_112575897.1	WP_112575897.1
WP_011744123.1	WP_011744123.1
WP_074710693.1	WP_074710693.1
WP_126414609.1	WP_126414609.1
WP_219956556.1	WP_219956556.1
WP_219956556.1	WP_157963178.1
WP_022766635.1	WP_022766635.1
WP_179850704.1	WP_179850704.1
WP_141268191.1	WP_141268191.1
WP_229325046.1	WP_229325046.1
WP_158096737.1	WP_158096737.1
WP_055155354.1	WP_055155354.1
WP_182354393.1	WP_182354393.1
WP_113661768.1	WP_113661768.1
WP_184929971.1	WP_184929971.1
WP_155024695.1	WP_155024695.1
WP_076387506.1	WP_076387506.1
WP_055780535.1	WP_055780535.1
WP_214521588.1	WP_214521588.1
WP_169629166.1	WP_169629166.1
WP_096364001.1	WP_096364001.1
WP_094073121.1	WP_094073121.1
WP_094073121.1	WP_103222031.1
WP_094073121.1	WP_152505040.1
WP_094073121.1	WP_116698505.1
WP_094073121.1	WP_207142971.1
WP_094073121.1	WP_248158520.1
WP_094073121.1	WP_068408556.1
WP_094073121.1	WP_040441463.1
WP_094073121.1	WP_031269955.1
WP_094073121.1	WP_008190507.1
WP_094073121.1	WP_155190425.1
WP_094073121.1	WP_141184233.1
WP_094073121.1	WP_152499070.1
WP_058483231.1	WP_058483231.1
WP_058483231.1	WP_126339728.1
WP_169930655.1	WP_169930655.1
WP_013347252.1	WP_013347252.1
WP_013347252.1	WP_222544670.1
WP_013347252.1	WP_222525306.1
WP_013347252.1	WP_222208095.1
WP_013347252.1	WP_067659813.1
WP_106754434.1	WP_106754434.1
WP_220228972.1	WP_220228972.1
WP_066057092.1	WP_066057092.1
WP_066057092.1	WP_153240707.1
WP_183793191.1	WP_183793191.1
WP_141353419.1	WP_141353419.1
WP_043873308.1	WP_043873308.1
WP_034911511.1	WP_034911511.1
WP_034911511.1	WP_034946568.1
WP_142948225.1	WP_142948225.1
WP_047709997.1	WP_047709997.1
WP_047709997.1	WP_011091811.1
WP_047709997.1	WP_050101086.1
WP_047709997.1	WP_172291081.1
WP_047709997.1	WP_103943054.1
WP_047709997.1	WP_005968346.1
WP_047709997.1	WP_014701940.1
WP_047709997.1	WP_142008444.1
WP_047709997.1	WP_136156351.1
WP_047709997.1	WP_109054290.1
WP_047709997.1	WP_113867971.1
WP_047709997.1	WP_039364137.1
WP_047709997.1	WP_040343577.1
WP_047709997.1	WP_014913761.1
WP_047709997.1	WP_010283737.1
WP_047709997.1	WP_226313208.1
WP_047709997.1	WP_039483034.1
WP_047709997.1	WP_137714771.1
WP_047709997.1	WP_211046417.1
WP_047709997.1	WP_224554177.1
WP_047709997.1	WP_039289458.1
WP_047709997.1	WP_132458968.1
WP_047709997.1	WP_137740816.1
WP_047709997.1	WP_015962340.1
WP_047709997.1	WP_239783106.1
WP_047709997.1	WP_208229333.1
WP_047709997.1	WP_016672595.1
WP_047709997.1	WP_021013855.1
WP_047709997.1	WP_136164776.1
WP_061501693.1	WP_061501693.1
WP_020407884.1	WP_020407884.1
WP_020407884.1	WP_094710244.1
WP_015396597.1	WP_015396597.1
WP_247643076.1	WP_247643076.1
WP_189587050.1	WP_189587050.1
WP_118276219.1	WP_118276219.1
WP_120175887.1	WP_120175887.1
WP_086598554.1	WP_086598554.1
WP_086598554.1	WP_060415572.1
WP_014019994.1	WP_014019994.1
WP_142533991.1	WP_142533991.1
WP_005910805.1	WP_005910805.1
WP_005910805.1	WP_008795147.1
WP_217165392.1	WP_217165392.1
WP_217165392.1	WP_054748528.1
WP_019383558.1	WP_019383558.1
WP_151120380.1	WP_151120380.1
WP_055267202.1	WP_055267202.1
WP_223408567.1	WP_223408567.1
WP_223408567.1	WP_215235684.1
WP_077650440.1	WP_077650440.1
WP_013031158.1	WP_013031158.1
WP_089655941.1	WP_089655941.1
WP_092055775.1	WP_092055775.1
WP_244802689.1	WP_244802689.1
WP_244802689.1	WP_119048180.1
WP_244802689.1	WP_174660723.1
WP_167249963.1	WP_167249963.1
WP_063174604.1	WP_063174604.1
WP_230616102.1	WP_230616102.1
WP_230616102.1	WP_086585125.1
WP_230616102.1	WP_243584784.1
WP_230616102.1	WP_225458458.1
WP_136840090.1	WP_136840090.1
WP_009168843.1	WP_009168843.1
WP_101030386.1	WP_101030386.1
WP_066032337.1	WP_066032337.1
WP_038842058.1	WP_038842058.1
WP_212891770.1	WP_212891770.1
WP_085237116.1	WP_085237116.1
WP_060561991.1	WP_060561991.1
WP_060561991.1	WP_231945411.1
WP_075684195.1	WP_075684195.1
WP_098644861.1	WP_098644861.1
WP_098644861.1	WP_002126081.1
WP_098644861.1	WP_199696660.1
WP_023192307.1	WP_023192307.1
WP_165729839.1	WP_165729839.1
WP_169981208.1	WP_169981208.1
WP_143329277.1	WP_143329277.1
WP_157067313.1	WP_157067313.1
WP_239978582.1	WP_239978582.1
WP_242427934.1	WP_242427934.1
WP_076776948.1	WP_076776948.1
WP_036180692.1	WP_036180692.1
WP_165875811.1	WP_165875811.1
WP_193604115.1	WP_193604115.1
WP_233218847.1	WP_233218847.1
WP_194289630.1	WP_194289630.1
WP_095978380.1	WP_095978380.1
WP_123898299.1	WP_123898299.1
WP_162415864.1	WP_162415864.1
WP_163389476.1	WP_163389476.1
WP_163389476.1	WP_004223171.1
WP_163389476.1	WP_232552705.1
WP_013160225.1	WP_013160225.1
WP_212150789.1	WP_212150789.1
WP_212150789.1	WP_089452868.1
WP_221589149.1	WP_221589149.1
WP_141613092.1	WP_141613092.1
WP_034833063.1	WP_034833063.1
WP_068805885.1	WP_068805885.1
WP_087168887.1	WP_087168887.1
WP_087168887.1	WP_138372666.1
WP_087168887.1	WP_087251939.1
WP_160749439.1	WP_160749439.1
WP_163379449.1	WP_163379449.1
WP_136152162.1	WP_136152162.1
WP_114299401.1	WP_114299401.1
WP_143203940.1	WP_143203940.1
WP_142930397.1	WP_142930397.1
WP_058632170.1	WP_058632170.1
WP_089320476.1	WP_089320476.1
WP_182482816.1	WP_182482816.1
WP_119963000.1	WP_119963000.1
WP_211606136.1	WP_211606136.1
WP_094082015.1	WP_094082015.1
WP_235780857.1	WP_235780857.1
WP_106956229.1	WP_106956229.1
WP_195838018.1	WP_195838018.1
WP_026776117.1	WP_026776117.1
WP_026776117.1	WP_087563506.1
WP_133316634.1	WP_133316634.1
WP_049538362.1	WP_049538362.1
WP_049538362.1	WP_102312370.1
WP_049538362.1	WP_043037053.1
WP_138621865.1	WP_138621865.1
WP_086643951.1	WP_086643951.1
WP_086643951.1	WP_207882314.1
WP_086643951.1	WP_026399160.1
WP_101701370.1	WP_101701370.1
WP_101701370.1	WP_128334817.1
WP_223445634.1	WP_223445634.1
WP_192837248.1	WP_192837248.1
WP_077806826.1	WP_077806826.1
WP_118234554.1	WP_118234554.1
WP_204781492.1	WP_204781492.1
WP_060459400.1	WP_060459400.1
WP_060459400.1	WP_206487803.1
WP_223602494.1	WP_223602494.1
WP_029177358.1	WP_029177358.1
WP_029177358.1	WP_002942229.1
WP_029177358.1	WP_222296531.1
WP_029177358.1	WP_029177401.1
WP_144559891.1	WP_144559891.1
WP_165596934.1	WP_165596934.1
WP_033918896.1	WP_033918896.1
WP_032398914.1	WP_032398914.1
WP_193679101.1	WP_193679101.1
WP_176364977.1	WP_176364977.1
WP_028977522.1	WP_028977522.1
WP_217718575.1	WP_217718575.1
WP_011917214.1	WP_011917214.1
WP_011917214.1	WP_013432921.1
WP_227832835.1	WP_227832835.1
WP_227832835.1	WP_088435608.1
WP_050095856.1	WP_050095856.1
WP_202240311.1	WP_202240311.1
WP_202240311.1	WP_246001246.1
WP_202240311.1	WP_119325914.1
WP_010021134.1	WP_010021134.1
WP_010021134.1	WP_059075092.1
WP_010021134.1	WP_119318639.1
WP_010021134.1	WP_201308023.1
WP_010021134.1	WP_057815373.1
WP_010021134.1	WP_195701677.1
WP_014269786.1	WP_014269786.1
WP_207726324.1	WP_207726324.1
WP_153868192.1	WP_153868192.1
WP_128673438.1	WP_128673438.1
WP_128673438.1	WP_208100106.1
WP_243113883.1	WP_243113883.1
WP_243113883.1	WP_242832821.1
WP_243113883.1	WP_007595578.1
WP_243113883.1	WP_035620108.1
WP_118419437.1	WP_118419437.1
WP_118419437.1	WP_008643092.1
WP_118419437.1	WP_032533629.1
WP_104472898.1	WP_104472898.1
WP_104472898.1	WP_242898271.1
WP_219508900.1	WP_219508900.1
WP_204982645.1	WP_204982645.1
WP_204982645.1	WP_061599353.1
WP_204982645.1	WP_248020403.1
WP_071680685.1	WP_071680685.1
WP_096034925.1	WP_096034925.1
WP_208249009.1	WP_208249009.1
WP_056979091.1	WP_056979091.1
WP_025155290.1	WP_025155290.1
WP_083642298.1	WP_083642298.1
WP_099769403.1	WP_099769403.1
WP_152423789.1	WP_152423789.1
WP_203008555.1	WP_203008555.1
WP_119496859.1	WP_119496859.1
WP_213869760.1	WP_213869760.1
WP_213869760.1	WP_215407239.1
WP_213869760.1	WP_140188113.1
WP_003353006.1	WP_003353006.1
WP_003353006.1	WP_048624194.1
WP_216553859.1	WP_216553859.1
WP_245123689.1	WP_245123689.1
WP_080443099.1	WP_080443099.1
WP_024994103.1	WP_024994103.1
WP_125467320.1	WP_125467320.1
WP_125467320.1	WP_115839278.1
WP_125467320.1	WP_141420821.1
WP_232495995.1	WP_232495995.1
WP_024397873.1	WP_024397873.1
WP_198145094.1	WP_198145094.1
WP_017258504.1	WP_017258504.1
WP_038028609.1	WP_038028609.1
WP_207567234.1	WP_207567234.1
WP_075534499.1	WP_075534499.1
WP_101358308.1	WP_101358308.1
WP_038065717.1	WP_038065717.1
WP_092354299.1	WP_092354299.1
WP_013198424.1	WP_013198424.1
WP_075958297.1	WP_075958297.1
WP_189837636.1	WP_189837636.1
WP_082904598.1	WP_082904598.1
WP_114310996.1	WP_114310996.1
WP_114310996.1	WP_203458354.1
WP_212004287.1	WP_212004287.1
WP_212004287.1	WP_113619527.1
WP_163541954.1	WP_163541954.1
WP_183636312.1	WP_183636312.1
WP_008735137.1	WP_008735137.1
WP_159555446.1	WP_159555446.1
WP_048777616.1	WP_048777616.1
WP_165324170.1	WP_165324170.1
WP_201098453.1	WP_201098453.1
WP_047823094.1	WP_047823094.1
WP_162374227.1	WP_162374227.1
WP_025368710.1	WP_025368710.1
WP_074257346.1	WP_074257346.1
WP_027283811.1	WP_027283811.1
WP_189622025.1	WP_189622025.1
WP_200191268.1	WP_200191268.1
WP_119375678.1	WP_119375678.1
WP_197161157.1	WP_197161157.1
WP_099446231.1	WP_099446231.1
WP_078277594.1	WP_078277594.1
WP_068618606.1	WP_068618606.1
WP_111456665.1	WP_111456665.1
WP_124085346.1	WP_124085346.1
WP_013385481.1	WP_013385481.1
WP_072756170.1	WP_072756170.1
WP_015238734.1	WP_015238734.1
WP_172239336.1	WP_172239336.1
WP_158356350.1	WP_158356350.1
WP_069878580.1	WP_069878580.1
WP_069878580.1	WP_043239116.1
WP_025323075.1	WP_025323075.1
WP_054823805.1	WP_054823805.1
WP_025770304.1	WP_025770304.1
WP_003351104.1	WP_003351104.1
WP_061684638.1	WP_061684638.1
WP_061684638.1	WP_098923084.1
WP_061684638.1	WP_097995241.1
WP_125710678.1	WP_125710678.1
WP_165958637.1	WP_165958637.1
WP_124010820.1	WP_124010820.1
WP_002494108.1	WP_002494108.1
WP_002494108.1	WP_240560539.1
WP_010697641.1	WP_010697641.1
WP_133812608.1	WP_133812608.1
WP_133812608.1	WP_088372898.1
WP_133812608.1	WP_112879857.1
WP_165673602.1	WP_165673602.1
WP_149074868.1	WP_149074868.1
WP_171906437.1	WP_171906437.1
WP_046058858.1	WP_046058858.1
WP_119486018.1	WP_119486018.1
WP_119486018.1	WP_064205806.1
WP_182677228.1	WP_182677228.1
WP_196051960.1	WP_196051960.1
WP_023368273.1	WP_023368273.1
WP_125841902.1	WP_125841902.1
WP_105960047.1	WP_105960047.1
WP_025687889.1	WP_025687889.1
WP_025687889.1	WP_098534118.1
WP_005470252.1	WP_005470252.1
WP_168824209.1	WP_168824209.1
WP_188457532.1	WP_188457532.1
WP_188457532.1	WP_224486467.1
WP_149097097.1	WP_149097097.1
WP_199203756.1	WP_199203756.1
WP_187305274.1	WP_187305274.1
WP_002930066.1	WP_002930066.1
WP_002930066.1	WP_106083306.1
WP_098518776.1	WP_098518776.1
WP_063488573.1	WP_063488573.1
WP_005098227.1	WP_005098227.1
WP_005098227.1	WP_180060279.1
WP_005098227.1	WP_017725643.1
WP_005098227.1	WP_086265278.1
WP_239854999.1	WP_239854999.1
WP_052635817.1	WP_052635817.1
WP_008511526.1	WP_008511526.1
WP_230858984.1	WP_230858984.1
WP_073093598.1	WP_073093598.1
WP_114609035.1	WP_114609035.1
WP_166400964.1	WP_166400964.1
WP_218752377.1	WP_218752377.1
WP_014791676.1	WP_014791676.1
WP_015781308.1	WP_015781308.1
WP_153747189.1	WP_153747189.1
WP_153747189.1	WP_132696034.1
WP_163270676.1	WP_163270676.1
WP_163270676.1	WP_159586949.1
WP_135206738.1	WP_135206738.1
WP_239040776.1	WP_239040776.1
WP_239040776.1	WP_217336050.1
WP_239040776.1	WP_010325049.1
WP_239040776.1	WP_209285725.1
WP_239040776.1	WP_106591613.1
WP_239040776.1	WP_181741450.1
WP_115979002.1	WP_115979002.1
WP_160755776.1	WP_160755776.1
WP_097088392.1	WP_097088392.1
WP_097088392.1	WP_190425053.1
WP_097088392.1	WP_236355926.1
WP_097088392.1	WP_150802313.1
WP_097088392.1	WP_007961726.1
WP_097088392.1	WP_053153181.1
WP_115377243.1	WP_115377243.1
WP_115377243.1	WP_203309533.1
WP_115377243.1	WP_198352504.1
WP_127188931.1	WP_127188931.1
WP_182827934.1	WP_182827934.1
WP_182827934.1	WP_137157016.1
WP_182827934.1	WP_201661941.1
WP_183167191.1	WP_183167191.1
WP_211925460.1	WP_211925460.1
WP_092076997.1	WP_092076997.1
WP_216834646.1	WP_216834646.1
WP_090706281.1	WP_090706281.1
WP_028988693.1	WP_028988693.1
WP_092365356.1	WP_092365356.1
WP_150285844.1	WP_150285844.1
WP_115331836.1	WP_115331836.1
WP_115331836.1	WP_131782317.1
WP_115331836.1	WP_115303292.1
WP_061534729.1	WP_061534729.1
WP_061534729.1	WP_092413865.1
WP_061534729.1	WP_092357840.1
WP_061534729.1	WP_211462479.1
WP_061534729.1	WP_092433689.1
WP_061534729.1	WP_092395263.1
WP_061534729.1	WP_061944787.1
WP_061534729.1	WP_038493558.1
WP_061534729.1	WP_211442333.1
WP_061534729.1	WP_014008035.1
WP_026471274.1	WP_026471274.1
WP_026471274.1	WP_076877230.1
WP_213889678.1	WP_213889678.1
WP_158876166.1	WP_158876166.1
WP_160612940.1	WP_160612940.1
WP_160612940.1	WP_209348750.1
WP_106889652.1	WP_106889652.1
WP_014704570.1	WP_014704570.1
WP_038075416.1	WP_038075416.1
WP_038075416.1	WP_078526431.1
WP_090270886.1	WP_090270886.1
WP_053981580.1	WP_053981580.1
WP_153714725.1	WP_153714725.1
WP_070989559.1	WP_070989559.1
WP_066847730.1	WP_066847730.1
WP_096344568.1	WP_096344568.1
WP_096344568.1	WP_184029412.1
WP_199362983.1	WP_199362983.1
WP_199362983.1	WP_189498022.1
WP_199362983.1	WP_191728796.1
WP_120716385.1	WP_120716385.1
WP_179406962.1	WP_179406962.1
WP_207447164.1	WP_207447164.1
WP_061973216.1	WP_061973216.1
WP_061973216.1	WP_019994632.1
WP_061973216.1	WP_058602218.1
WP_200233632.1	WP_200233632.1
WP_191594366.1	WP_191594366.1
WP_085340966.1	WP_085340966.1
WP_032103839.1	WP_032103839.1
WP_122040506.1	WP_122040506.1
WP_102753062.1	WP_102753062.1
WP_086033039.1	WP_086033039.1
WP_224144187.1	WP_224144187.1
WP_046939718.1	WP_046939718.1
WP_046939718.1	WP_192879899.1
WP_183327377.1	WP_183327377.1
WP_065944841.1	WP_065944841.1
WP_069837327.1	WP_069837327.1
WP_068673496.1	WP_068673496.1
WP_068673496.1	WP_162570713.1
WP_104372839.1	WP_104372839.1
WP_173065368.1	WP_173065368.1
WP_166720931.1	WP_166720931.1
WP_166720931.1	WP_047076783.1
WP_166720931.1	WP_006809782.1
WP_127087917.1	WP_127087917.1
WP_207039175.1	WP_207039175.1
WP_154781975.1	WP_154781975.1
WP_154781975.1	WP_073393899.1
WP_012002144.1	WP_012002144.1
WP_226332526.1	WP_226332526.1
WP_101261544.1	WP_101261544.1
WP_101261544.1	WP_101309968.1
WP_157411274.1	WP_157411274.1
WP_133194497.1	WP_133194497.1
WP_102370977.1	WP_102370977.1
WP_148060097.1	WP_148060097.1
WP_105371690.1	WP_105371690.1
WP_073071890.1	WP_073071890.1
WP_104293875.1	WP_104293875.1
WP_160337682.1	WP_160337682.1
WP_143160385.1	WP_143160385.1
WP_160633163.1	WP_160633163.1
WP_056235421.1	WP_056235421.1
WP_130967895.1	WP_130967895.1
WP_169720852.1	WP_169720852.1
WP_092732400.1	WP_092732400.1
WP_134844094.1	WP_134844094.1
WP_202194049.1	WP_202194049.1
WP_093765633.1	WP_093765633.1
WP_120282827.1	WP_120282827.1
WP_008544671.1	WP_008544671.1
WP_127822696.1	WP_127822696.1
WP_197910985.1	WP_197910985.1
WP_113074863.1	WP_113074863.1
WP_167268935.1	WP_167268935.1
WP_228358012.1	WP_228358012.1
WP_228358012.1	WP_152353274.1
WP_135496462.1	WP_135496462.1
WP_147087114.1	WP_147087114.1
WP_074604547.1	WP_074604547.1
WP_238211127.1	WP_238211127.1
WP_116687460.1	WP_116687460.1
WP_218814263.1	WP_218814263.1
WP_218814263.1	WP_126322148.1
WP_133604479.1	WP_133604479.1
WP_133604479.1	WP_226882107.1
WP_133604479.1	WP_195796300.1
WP_133604479.1	WP_184303932.1
WP_133604479.1	WP_058718661.1
